date	time	from	message	spam	debit	credit	otp	bill
May-05-2019	13:37	ADFMJEAN ADFMJEAN 	"LAST DAY of Flying Machine's WOW Weekend offer: BUY 2 get 1 FREE on ALL cool styles. HURRY, offer ending TODAY. Shop NOW @Flying Machine T&C  "					
Apr-12-2019	17:55	IMMYACNT IMMYACNT 	Open Zero Balance A/c for DBT with Kotak Mahindra Bank & get Assured Cashbacks on transactions. Click   https://www.kotak.com/811-savingsaccount-ZeroBalanceAccount/?source=liamebp&banner=SMS1&pubild=4_1 to avail this offer. *T&C  					
Apr-09-2019	15:18	121 121 	"Details of bill dated 09-APR-2019 for Airtel no. 7417959514: Total Due: Rs 529.82, Due Date: 27-APR-2019, Bill Delivery Date: 13-Apr-2019. To view bill/pay online, click http://www.airtel.in/5/gen. For video guide, click airtel.in/paybills   "					
Apr-17-2019	12:31	121 121 	Welcome to Singapore! You are connected on Airtel's International Roaming service. Opt for our Smartpacks & enjoy UNLIMITED Min free incoming calls  3 GB data and 250 mins of free local/calls to India & 100 SMS at just Rs.1499 for 10 days. To activate  call +919910099100 (International Tollfree) or click www.airtel.in/ir (data charges apply). Airtel wishes you a happy stay.  					
May-15-2019	18:00	IMPAYZAP IMPAYZAP 	Hurry! The Airline Flash Sale at ClearTrip ends soon. Get additional Rs.500 CashBack exclusively via PayZapp Click here to claim NOW: resu.io/4CN57HZME23R T&C  					
Apr-04-2019	20:03	GRAB GRAB 	Your opinion matters to us! Kindly help us complete this survey https://www.surveygizmo.com/s3/4932536/wheelprnu?id=18364  					
Apr-10-2019	22:15	AXHDFCBN AXHDFCBN 	It's time for the Amazon.in FabPhoneFest!  FLAT 10% OFF on latest smartphones & electronics  using HDFC Bank Cards & EMI (11th-13th Apr) resu.io/VWHA7HZME2k1  					
Apr-02-2019	17:13	ADFABHTS ADFABHTS 	"#FabPayDaySale Get up to 60% + Extra 10% OFF on FabHotels. Use code: PAYDAY Hurry! Offer valid till tomorrow. Click www.gs.im/b/?UrEQru5krdUH6 to Book Now!  On :Apr-02-2019  At: 20:26 From :+6582019087 +6582019087 :  Hi . Apologies for the delay. I understand you placed your food order at 7:30pm but I received the order request at 8:03pm. I have just picked up your food from Simply Wraps.  On :Apr-02-2019  At: 20:26 From :+6582019087 +6582019087 :  ~Grabfood cycle   On :Apr-02-2019  At: 20:38 From :+6582019087 +6582019087 :  You can come down now.   On :Apr-02-2019  At: 20:29 From :+6582019087 +6582019087 :  No worries .. On a side note intercom doesn't work. Let me know, I'll come downstairs  "					
Apr-19-2019	12:53	VKSBXMKG VKSBXMKG 	"Our customer support number has changed to 1800-102-1265 (toll-free). We are available 8:00 am to 8:00 pm everyday, including weekends. Optout: Give a missed call to 040 71012316  "					
May-27-2019	22:02	IMSBIATM IMSBIATM 	"ÓñòÓñ¥Óñ░ÓÑìÓñí Óñ¿Óñ«ÓÑìÓñ¼Óñ░, Óñ©ÓÑÇÓñÁÓÑÇÓñÁÓÑÇ, Óñ¬Óñ┐Óñ¿, ÓñôÓñƒÓÑÇÓñ¬ÓÑÇ ÓñòÓñ┐Óñ©ÓÑÇ ÓñòÓÑï Óñ¿ Óñ¼ÓññÓñ¥ÓñÅÓñéÓÑñ Óñ¼ÓÑêÓñéÓñò ÓñòÓñ¡ÓÑÇ Óñ¿Óñ╣ÓÑÇÓñé Óñ¬ÓÑéÓñøÓññÓñ¥ÓÑñ  "					
May-05-2019	18:50	VKUSTRAA VKUSTRAA 	Vote for a lasting style statement! Use Code: VOTE20 and get 20% OFF on all USTRAA products. Buy now-> https://tx.gl/r/dOSU/JIkTP/g9oYgn8  					
May-03-2019	14:15	AD650016 AD650016 	"Song with NameTune! Set Song,Devotional & Celebrity Tunes as Hello Tune on Airtel,dial 567895(tollfree) For Contest,Cricket,Astro and more,dial 56789(tollfree)  "					
May-14-2019	10:46	GRAB GRAB 	948955 is your Grab Activation Code (GAC). It expires in 2 minutes.  					
May-01-2019	14:51	HSBCSG HSBCSG 	HSBCSG: 02MAY Transfer from basic account SGD 462.00- to Farhan for rent  					
May-24-2019	16:59	51466 51466 	"Arriving Today: NIVEA Deodorant Roll-on, Whitening Smooth Skin, 50ml will be delivered by AmzAgent(+911246811004 PIN 9050). Track: http://amzn.in/d/dTolaLF  "					
May-17-2019	17:02	VKHDFCBK VKHDFCBK 	Dear Card Member Ur Credit Card ending 1018 is due for renewal shortly.Pls write to us in case of any change in your address/contact numbers available with us.  					
Jun-05-2019	13:32	ADHDFCBK ADHDFCBK 	Your Bank a/c ****2392 will be debited for Rs.4572 towards payment of HDFCBank CreditCard ending 1018 on 08/JUN/2019. Kindly ignore if paid.  					
Apr-01-2019	22:00	VK046645 VK046645 	"Hi, as per RBI Guidelines you need to submit KYC document to continue to receive credits on your Sodexo Card. Pls click here to upload doc http://bit.ly/2FXH0AD  "					
Apr-03-2019	12:11	ADNETMED ADNETMED 	SAVINGS ALERT! Flat 20% OFF* on Meds + 100% NMS SuperCash + max Rs. 400 PayPal cashback l code: NETMEDS45. Shop Now *T&C apply https://nms.care/apr1_pm  					
Apr-23-2019	21:41	TXFABIND TXFABIND 	"Hurry! Last 2 days for Fabindia Sale!! Grab your favorites @discount upto 70%. Visit Huda Commercial Centre Sector-14, Gurgaon(Next to Axis Bank).  "					
Apr-12-2019	22:47	AXGoibib AXGoibib 	"Reminder: Keep the app open when KKR plays @ 8pm Today to earn Unlimited Travel Cash. Also, get a surprise bonus when you join. go.ibi.bo/OXAnWYRZwV  "					
Apr-27-2019	21:30	VKHDFCBK VKHDFCBK 	"Dear Customer, 007399 is your SECRET OTP(One Time Password) to authenticate your login to NetBanking. Do not share it with anyone.   "					
Apr-18-2019	21:29	172 172 	Reload Success RM11.00 from DS001-J0969. 18/04/19 14:12 395569509   					
May-16-2019	17:15	VKUSTRAA VKUSTRAA 	Don't lose your hair or sleep. Get proven results against male pattern baldness with the all new USTRAA Hair Growth Cream -> https://tx.gl/r/egfC/Knp4Q/g9oYgn8  					
Jun-05-2019	18:21	51466 51466 	Arriving Today: Jockey Men's Plain ... & 1 item will be delivered by AmzAgent(+911246811004 PIN 7271). Pay Rs.358 by Cash/Card. Track: http://amzn.in/d/feziXc7  					
Apr-25-2019	21:20	ADHDFCBK ADHDFCBK 	"Manage your Credit Card! Set Pin instantly, Block Card, Pay Card Bill, Download Card Statement & more in few clicks via NetBanking. Login Now:resu.io/M6KW7HZME2qT  "					
Jun-02-2019	15:32	ADDailyO ADDailyO 	"India's 1st & Largest range of Colored Glass Phone Cases launched @ DailyObjects. Buy 2 Get 40% OFF, Offer ENDS TODAY! Hurry! Shop Now@ http://bit.ly/2QCEpxz  "					
Apr-24-2019	12:01	AD650016 AD650016 	"Travelling Abroad? Get Airtels International Roaming packs starting at Rs1499 with Unlimited Incoming & 3GB data for 10 days.To activate,click www.airtel.in/IR  "					
Apr-26-2019	18:47	BTTHETRE BTTHETRE 	"Watch Atul Satya Koushik's ""LOL-Lots of Love"" this Sunday at SRC Audi, 7 PM. Laugh out loud with 4 romantic comedies. Tickts on Bookmyshow/ or call 9873579796.  "					
May-20-2019	20:32	IMPZMONY IMPZMONY 	Instant personal loan starting from just 10.99% for people above Rs 30000 monthly salary. Disbursal in just 48Hrs.Click http://nmc.sg/egG7Wm to apply.  					
May-22-2019	11:42	IMSPARHM IMSPARHM 	"SPAR FARMER'S MARKET! Eat Healthy Live Healthy. Click http://bit.ly/2VDTwrr to view best offers on Fruits,Veggies & more. Hurry! SHOP NOW. Valid today. T&C.  "					
Apr-25-2019	18:28	51466 51466 	Pay Rs 675.00 for your incoming Amazon order BioOil... Click to Pay: http://amzn.in/2HQ9dcd   					
May-04-2019	12:39	HSBCSG HSBCSG 	"HSBCSG: 04MAY2019 12:39 Purchase at BREADTALK-VC on *** 0044 for SGD5.80. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-17-2019	13:09	IGNETMED IGNETMED 	Flat 20% OFF on meds + 10% NMS Cash Use code: NETMEDS30 Pay through select e-wallets and earn up to 50% cashback.*T&C https://nms.care/apr17_pm  					
Apr-25-2019	18:43	IM401127 IM401127 	"Looking to buy an AC this summer or your favorite Mobile Phone? Or any other big purchase? We've got your back this summers with EMIs at interest rates as Low as 12% p.a. on Amazon, Flipkart, Croma & more. Also earn Reward Points on all your EMI Purchases. T&Cs Apply. Click here to know more www.amex.co/emi To unsubscribe text STOP to 5616166  "					
Apr-29-2019	15:37	ADHLTCHK ADHLTCHK 	Say bye-bye to skin problems. Try Natural Vibes Tea Tree Facewash + Serum. Get 80% LybrateCash+additional 100% PayPal Cash*. Buy Now bit.ly/2vpigZL  					
May-10-2019	20:44	ADPLAYON ADPLAYON 	CHENNAI vs DELHI  MATCH TODAY !!  LUCKY YOU !!  Recieve INR 500* Cash Bonus Now !!  Make Your Team !!   bz1.in/NJx/3NIKB4v   Play Now !!  					
Apr-11-2019	17:52	HSBCSG HSBCSG 	"HSBCSG: 11APR2019 17:52 Purchase at GRAB *1409980872002702 on *** 0044 for SGD20.00. For assistance, call us at 18004722669 or +6564722669.  "					
May-27-2019	18:24	ADPBTRUL ADPBTRUL 	Rs.1000 & 2 mins to try Mutual Funds.See your money grow with Paisabazaar. Mutual Funds Sahi Hai http://nmc.sg/e7rC9J  					
Apr-26-2019	17:02	51466 51466 	Arriving Today:Bio-Oil Specialist Skin Care .. will be delivered by AmzAgent(+911246811004 PIN 4874). Pay Rs.675 by Cash/Card. Track: http://amzn.in/d/1PPapI3  					
Apr-18-2019	21:29	2901 2901 	RM 11.00 reload successful with 6% SST applied. New balance: RM 15.38 expires on 29/04/2019. Enjoy Free Internet for every reload with Digi  					
Apr-05-2019	11:36	AD650016 AD650016 	Benefits worth Rs2499 @Rs499 Upgrade to Infinity 499 &get Amazon Prime worth Rs999 & 3 months of Netflix worth Rs1500 at no extra cost www.airtel.in/5/Plan499  					
May-18-2019	13:42	IMLALPAT IMLALPAT 	"Be Swasth, Be Fit  Opt for Swasthfit health packages from Dr Lal PathLabs starting Rs1399 (DNCR only)  Click http://bit.ly/2Ed5Yss  Call +911139885050  "					
Jun-04-2019	18:02	51466 51466 	Arriving Today: Jockey Men's Plain ... & 1 item will be delivered by AmzAgent(+911246811004 PIN 2748). Pay Rs.358 by Cash/Card. Track: http://amzn.in/d/4d1JuRF  					
Jun-05-2019	11:05	51466 51466 	"We could not deliver your order with Jockey Men's Plain Brief (8044_Mauve Wine_La.. & 1 other item. If you were not contacted, tell us:http://amzn.in/d/2yQiQtE  "					
Jun-05-2019	18:21	51466 51466 	Arriving Today: Jockey Men's Solid Brief (US... will be delivered by AmzAgent(+911246811004 PIN 7271). Pay Rs.165 by Cash/Card. Track: http://amzn.in/d/21TNU8P  					
May-31-2019	16:48	HSBCSG HSBCSG 	HSBCSG: 31MAY Transfer from basic account SGD 20.00- to +6581432214 for HIB- 332543X328147  					
May-28-2019	12:38	IM401127 IM401127 	"Vegetarian on Tuesdays? Enjoy Navarasam's South Indian food feast - tasty idlis, vadas, dakshin dosas at 40% Off Code ""ZOMATO"" Order now @ http://bit.ly/2JsPRvB  "					
Apr-17-2019	21:48	IMSWITCH IMSWITCH 	Open Zero Balance A/c for DBT with Kotak Mahindra Bank & get Assured Cashbacks on transactions. Click   http://nmc.sg/dFV3dM to avail this offer. *T&C  					
Apr-29-2019	20:21	HSBCSG HSBCSG 	"HSBCSG: 29APR2019 20:21 Purchase at GRAB *GRABFOOD on *** 0044 for SGD6.00. For assistance, call us at 18004722669 or +6564722669.  "					
May-15-2019	20:04	HSBCSG HSBCSG 	"HSBCSG: 15MAY2019 20:04 Purchase at H&M HENNES & MAURITZ PL on *** 0044 for SGD34.95. For assistance, call us at 18004722669 or +6564722669.  "					
May-11-2019	14:36	51466 51466 	Dispatched: Mamaearth Milky Soft Natural Baby Face Cream for Babies 50mL will reach you by 13-May. Track at http://amzn.in/d/d12VSvQ  					
May-10-2019	21:00	HPFNPCOM HPFNPCOM 	Get Free Shipping on all Mother's Day gifts with Ferns N Petals. Ontime Delivery Guaranteed. Order now & Get 10% Off. Use Code: MDY10 http://bit.ly/2Hc25Vm  					
May-08-2019	10:16	51466 51466 	Arriving Today:Astaberry 24 Carat Gold Facial Mini Kit is out for delivery. Pay Rs.199 by Cash/Card. Track: http://amzn.in/d/7uOLuuZ  					
May-28-2019	19:38	IXrpSRAP IXrpSRAP 	PayPal: Your security code is: 276495. Your code expires in 10 minutes. Please don't reply.  					
May-23-2019	21:44	TXFABIND TXFABIND 	"Fabindia presents its newly renovated store with a refreshing look! Visit us for a great experience @S.C.O. 102-103, Sector 16 Market, Faridabad.  "					
Apr-26-2019	18:02	51466 51466 	Pay Rs 516.00 for your incoming Amazon order Lotus H... Click to Pay: http://amzn.in/fN0iS96   					
May-20-2019	12:04	VKHDFCBK VKHDFCBK 	"Dear Customer,  E-stmt for HDFCBank CreditCard 1018 will be sent to your Email ID. Min Due Rs.230 Total Due Rs.4572. Payment due by 08/JUN/2019. For duplicate statements call tollfree 18002668535.  "					
May-01-2019	20:57	HSBCSG HSBCSG 	HSBCSG: YOUR ONE-TIME PASSWORD IS 211856 FOR XXXX-XXXX-XXXX-0044. IT WILL EXPIRE IN 3 MINUTES.   PLEASE DO NOT USE FOR OTHER PURPOSE.  					
May-22-2019	13:58	AXHLTOFR AXHLTOFR 	Need a natural prescription to cure acne and dark marks? Try Tea Tree Face Wash+Serum for 30 days for a clear skin. 80% LybrateCash back. Miss call@ 7208085710  					
Jun-03-2019	22:22	AXSBIUPI AXSBIUPI 	"Dear SBI UPI User, your account is credited INR 200.00 on Date 2019-06-03 07:52:39 PM by UPI Ref No 915419018642  "					
Jun-05-2019	12:35	HP411202 HP411202 	"Navarasams South Indian food feast for your holiday! Try our saatvikam idlis, vadas & dosas @ special 40% Off Code ZOMATO Order now @ http://bit.ly/2JsPRvB  "					
May-19-2019	19:31	BWBHROUZ BWBHROUZ 	Experience The Royalty! Try Royal Behrouz Biryanis such as Dum Gosht Biryani & more Rs.75 OFF + Upto Rs.80 CB on Paytm.(T&C) Code-BB75 Ordr@ bit.ly/BehrouzWeb  					
Jun-06-2019	12:31	51466 51466 	"Arriving Today: Lotus Herbals Lip Balm, Stra... will be delivered by AmzAgent(+911246811004 PIN 3469). Pay Rs.116 by Cash/Card. Track: http://amzn.in/d/dWlK4rm  "					
May-11-2019	12:07	51466 51466 	Your payment on Amazon.in for Rs. 183.00 using Amazon Pay balance is successful. Your balance is now Rs. 51.00. View Statement: https://www.amazon.in/vs  					
Apr-12-2019	21:02	HSBCSG HSBCSG 	"HSBCSG: 12APR2019 21:02 Purchase at GRAB *GRABFOOD on *** 0044 for SGD12.00. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-24-2019	21:40	TXFABIND TXFABIND 	"Hurry! Last day for Fabindia Sale!! Grab your favorites @discount upto 70%. Visit Huda Commercial Centre Sector-14, Gurgaon(Next to Axis Bank).  "					
May-22-2019	22:13	BZEVOLVE BZEVOLVE 	"Get High. Naturally! Uplift mood,eliminate stress,relax body True ""green bud"" exp. 100% Natural, 99% Pure http://bit.ly/CBDjuice Update: Helpline No 9599993718  On :Apr-16-2019  At: 10:10 From :+6598000340 +6598000340 :  ETA 2 mins   On :Apr-16-2019  At: 10:10 From :+6598000340 +6598000340 :  Okay  "					
Apr-17-2019	14:44	AXHDFCBN AXHDFCBN 	"SUPER DEAL:iPhoneXR@just Rs.53,900 Only on HDFC Bank Debit/Credit Card.  Rush to a store near you NOW! CashBack offers available with EASYEMI bit.ly/Xripho  "					
Jun-06-2019	11:01	HSBCSG HSBCSG 	"HSBCSG: 06JUN2019 11:01 Purchase at GRAB *140998087-9-159 on *** 0044 for SGD6.00. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-14-2019	11:52	AXHDFCBN AXHDFCBN 	"Get FREE Airport rides, Discounts and an MMTBlack Membership. Get it here:  resu.io/B9J87HZME2ai  "					
Apr-20-2019	19:21	AXHDFCBN AXHDFCBN 	"Unravel your love for cricket on brand new screens. With EasyEMI on Debit Card, upgrade to the latest gadgets . Find out how https://h15.pctr.co/390CA88A  "					
Apr-01-2019	18:50	VKSCRPBX VKSCRPBX 	"Your Scripbox Summary as on Apr 1, 2019   Neelesh Sharma You have Rs. 1.60L   Market performance in March 2019: https://l.scrpbx.in/a/3CDDCAE Dashboard: https://l.scrpbx.in/a/439E944  "					
May-05-2019	20:43	51466 51466 	Pay Rs 504.00 for your incoming Amazon order Dr More... Click to Pay: http://amzn.in/egA9f8u   					
Apr-30-2019	16:45	AXHDFCBN AXHDFCBN 	25% Discount at BookMyShow! Simply book tickets using your HDFC Bank Cards to avail the offer twice a month. Know more: resu.io/LRXJ7HZME2gm  					
Apr-30-2019	14:26	IDSHRKHN IDSHRKHN 	Time your trade with Sharekhan&OTA. Market Timing by Vishal Subandh  on 4&5 May @Radisson Blu PaschimVihar Delhi. Register t.gi9.in/dQaCv  					
Apr-24-2019	19:13	IMSVMONY IMSVMONY 	Get 1 CRORE term insurance at just Rs 16 / day. Buy online & save upto 50% . Apply  now & protect your family http://nmc.sg/dDP9k5  On :Apr-25-2019  At: 17:56 From :+919625361903 +919625361903 :  Hurry Up!! To Get Welcome Bonus Offer Of Rs.2000 Only at Rummy Circle.  Join Now And Play Rummy: http://vl.gl/s/eb029217d0  					
Jun-05-2019	17:35	HSBCSG HSBCSG 	HSBCSG: YOUR ONE-TIME PASSWORD IS 405772 FOR XXXX-XXXX-XXXX-0044. IT WILL EXPIRE IN 3 MINUTES.   PLEASE DO NOT USE FOR OTHER PURPOSE.  					
May-05-2019	16:31	AXHDFCBK AXHDFCBK 	Akshaya Tritiya Exclusive!  Enjoy 5X Reward Points on Jewellery with your HDFC Bank Credit Card.  Valid on 6th & 7th May Know More : resu.io/HBLV7HZME2Nn T&C  					
May-09-2019	16:41	51466 51466 	Arriving Today:Mamaearth Milky Soft Natural .. will be delivered by AmzAgent(+911246811004 PIN 6877). Pay Rs.183 by Cash/Card. Track: http://amzn.in/d/eDOvn8C  					
May-03-2019	20:41	BWHDFCSC BWHDFCSC 	Your MF SIP in ADITYA BIRLA SUN LIFE DIGITAL  is due for debit On 07-MAY-19. Value : 3000 Trd No: 2979549 Kindly keep sufficient funds in your account. To Track Click here http://bit.ly/2uEEMez  					
May-06-2019	15:03	ADHDFCBN ADHDFCBN 	"You've got Rs.500 CashBack! To claim, use your Debit Card on your travel and apparel spends this weekend. #BeatTheHeat Know more: resu.io/D92U7HZME2rZ  "					
Apr-19-2019	14:31	ADQUREKA ADQUREKA 	"Dear 7417959514, Rs. 6,00,000 Paytm cash is waiting for your mobile number. Just Install Qureka- https://bit.ly/2UnOWgg  "					
Apr-19-2019	14:00	BRCNFIRM BRCNFIRM 	"Hello,  Your ICICI Credit Card can be approved. Check Now   http://v3n.in/ZWPPKLHYLAZP  "					
Apr-07-2019	14:34	TXTANSHQ TXTANSHQ 	"Tanishq presents Swayahm,the best Gold&Diamond jewelry to complement your look. Explore the range starting at just Rs.10,000 at http://bit.ly/Swayahm-Catalogue  "					
Apr-22-2019	1:50	DiGi DiGi 	"Get easy connection in Singapore! With Digi 3-Day Roaming Pass, you can enjoy 2GB+30 mins voice calls @RM25 on STARHUB/SINGTEL. Dial *800*3# to buy. T&C  "					
May-11-2019	14:17	IMVEROIN IMVEROIN 	"The VERO MODA store at Ambience Mall, Vasant Kunj is back with a makeover. Visit the new store & get a Gift Voucher worth Rs.500. Come & enjoy the latest European trends of the season. See you soon! T&C  "					
May-29-2019	13:35	BTFRZMNU BTFRZMNU 	"FreshMenu: Order a biriyani today - pepper masala, ghee roast. Rs40 credited to your account valid till tonight. Order - https://fmln.in/MJyHb5AzTW  "					
May-11-2019	15:19	HSBCSG HSBCSG 	"HSBCSG: 11MAY2019 15:19 Purchase at NTUC FP-ORCHARD G.C. on *** 0044 for SGD13.45. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-09-2019	22:09	HSBCSG HSBCSG 	"HSBCSG: 10APR2019 22:09 Purchase at NTUC FP-ORCHARD G.C. on *** 0044 for SGD10.50. For assistance, call us at 18004722669 or +6564722669.  "					
May-03-2019	15:45	BZOVNSTR BZOVNSTR 	Succumb to your Cheesy-Cravings! Try our 11-inch fully-loaded Ovenstory Pizzas Get 50% OFF Code: PZ50 +Paytm CB upto R120 @ Bit.ly/ospizza #NextLevelCheese  					
Jun-05-2019	14:46	IDPTHLAB IDPTHLAB 	"Full Body Checkup @ Home(91+)Test Rs1199 With Free Doctor Advice Vitamin D & B12,Bones Heart, Kidney, Liver, CBC, Diabetes, Thyroid, Urine Misscall@ 8929313784  "					
Apr-27-2019	14:17	ADSPARHM ADSPARHM 	"SPAR MAYDAY MADNESS IS BACK! 5 Days of Unlimited Offers Limited Stocks! Click http://bit.ly/2J359pn to view offers. Also, get 25% cashback on Paytm! T&C.  "					
Apr-04-2019	22:00	AXSBIUPI AXSBIUPI 	You have successfully set the UPI PIN with the BHIM SBI Pay app. If it's not you kindly contact your bank UPI support team immediately.  					
May-28-2019	15:29	GRAB GRAB 	513122 is your Grab Activation Code (GAC). It expires in 2 minutes.  					
May-23-2019	16:27	51466 51466 	Your payment on Amazon.in for Rs. 135.00 using Amazon Pay balance is successful. Your balance is now Rs. 99.00. View Statement: https://www.amazon.in/vs  					
